@relation 808100

@attribute follower numeric
@attribute followed numeric
@attribute favcount numeric
@attribute defaultimage {false,true}
@attribute lengthUserName numeric
@attribute lengthDescName numeric
@attribute ratioFollowerFollowed numeric
@attribute getReputation numeric
@attribute AgeOfAccount numeric
@attribute FollowingRate numeric
@attribute CountOfTweets numeric
@attribute NumberOfTPerDay numeric
@attribute AvgLinkCount numeric
@attribute AvgRTCount numeric
@attribute AvgHTCount numeric
@attribute AvgFavCount numeric
@attribute AvgDDifference numeric
@attribute AvgNOfChars numeric
@attribute AvgNOfWords numeric
@attribute AvgNOfCapitalization numeric
@attribute AvgNOfQuestionMark numeric
@attribute AvgNOfExclamationMark numeric
@attribute AvgNOfDotMark numeric
@attribute AvgMaxWordLength numeric
@attribute AvgNOfWhiteSpaces numeric
@attribute AvgMeanWordLength numeric
@attribute Type {Human,Bot}

@data
807,1004,1451,false,8,62,0,0.44561,42624,0.018933,1665,0.9375,6.5625,0.794,2.627,0.7273,0.8234,1422429950,94.9568,16.3189,9.8535,0.0252,0.3712,2.1315,21.0955,7.79206,Bot
1953,350,1,false,16,102,5,0.848024,43386,0.045015,545861,302.081,2114.57,1,0.0185,8,0.2123,1466169980,106.935,19.057,16.2459,0.0049,0.0191,1.0696,23,5.80472,Bot
58,19,78,false,20,69,3,0.753247,36893,0.001572,1344,0.874431,6.12102,0.8146,0.9188,0.1765,0.0208,1399270020,105.306,17.2122,10.4535,0.0372,0.0328,1.9389,20.2532,6.72458,Bot
18642,1011,117,false,7,25,18,0.948557,72865,0.255843,64333,21.1901,148.33,0.7189,25.1312,0.6616,0.5354,1490599940,113.224,19.2471,13.4014,0.1016,0.3035,2.0767,21.6401,7.23178,Bot
639,677,3,false,9,159,0,0.485562,60999,0.010476,6302,2.48013,17.3609,0.9673,0.0238,0.0537,0.0336,1438569980,84.6501,14.8828,13.0997,0.038,0.5529,2.8451,21.7436,9.77803,Bot
192,73,0,false,12,134,2,0.724528,71321,0.002692,858,0.288792,2.02154,0.7844,0.028,0.0443,0.0303,1389699970,97.1131,17.2249,10.4289,0.0268,0.6841,2.6562,21.0921,7.57585,Bot
9260,3512,29279,false,12,127,2,0.725024,39716,0.233155,144000,87.0617,609.432,0.1792,12.5051,0.1865,0.191,1464409980,119.979,16.7615,15.167,0.0256,0.3,0.6599,16.8115,7.33546,Bot
925,154,3,false,12,17,6,0.857275,60041,0.015406,5966,2.38545,16.6981,0.9938,0.1124,0.0722,0.0283,1426710020,84.7145,15.3266,9.938,0.1301,0.1068,1.3213,22.2961,7.1067,Bot
70,61,232,false,6,0,1,0.534351,33840,0.002069,2499,1.77234,12.4064,0.0188,639.721,0.4652,0.0909,1399890050,63.1421,8.5284,4.8531,0.4424,0.0204,0.1185,15.5076,7.12194,Bot
164,3,1,false,5,36,54,0.982036,71045,0.002308,301651,101.909,713.364,1.0003,0.0044,0.0081,0.0112,1406729980,137,23.4204,20.1933,0.0124,0.019,5.1905,22.2371,8.60261,Bot
563,989,419,false,4,88,0,0.362758,43702,0.012883,15869,8.71923,61.0346,0.0141,40.6091,1.0691,0.0085,1428690050,47.9912,7.7903,10.4374,0.0041,0.6845,0.303,11.5579,5.54382,Bot
36,1,0,false,6,4,36,0.972973,27218,0.001323,159202,140.39,982.728,0.8438,0.0015,0,0.0037,1402599940,135.759,22.3042,21.9442,0.0043,0.0126,4.9427,28.3578,7.71275,Bot
442,949,32338,false,6,0,0,0.317757,32565,0.013573,14828,10.9351,76.5457,0.0871,515.644,0.3082,0.005,1482520060,132.679,24.5397,11.3423,0.1574,0.1546,1.1826,16.9631,5.81352,Bot
14,39,2,false,7,12,0,0.264151,41271,0.000339,926,0.538685,3.7708,0.8618,0,2.5637,0.0076,1386439940,100.309,15.5907,7.973,0.1577,0.5475,0.9762,20.04,7.6213,Bot
50,262,40,false,5,55,0,0.160256,50126,0.000997,1269,0.607759,4.25431,0.7739,133.661,0.9447,0.0174,1377479940,78.1613,14.4893,9.249,0.0111,0.4024,1.1866,19.8063,6.26786,Bot
135,417,1077,false,8,152,0,0.244565,46841,0.002882,4907,2.51512,17.6058,0.9994,479.496,0.1066,0.0062,1422169980,97.8707,16.8528,12.8593,0.0446,0.1934,2.0415,22.5223,7.04936,Bot
4,10,0,false,10,67,0,0.285714,30425,0.000131,309550,244.317,1710.22,1,0,0.0022,0.0006,1425410050,93.0216,16.9747,14.7559,0.0921,0.2726,1.2701,22.0062,6.46984,Bot
5668,5693,717,false,9,130,0,0.4989,69032,0.082107,308783,107.365,751.558,0.3122,1227.36,0.2879,0.4684,1492440060,127.468,20.9009,11.7223,0.1038,0.0947,1.3356,18.1203,6.33595,Bot
614,1791,0,false,11,84,0,0.255301,66424,0.009244,2447,0.884351,6.19046,0.5051,0.0539,0.3404,0.0069,1300739970,89.6212,14.7156,15.273,0.027,0.0462,1.568,21.0184,7.02528,Bot
718,18,21,false,13,94,39,0.975543,34262,0.020956,158074,110.774,775.416,1.0015,0.2166,2.0022,0.1242,1477049980,106.06,17.8832,7.5434,0.0222,0.0062,1.0924,23,6.99551,Bot
2897,497,5072,false,13,104,5,0.853565,46389,0.06245,3442,1.78157,12.471,0.6198,112.92,0.7393,0.1086,1428819970,121.429,18.8065,13.3768,0.0924,0.1444,1.4381,20.5398,7.20991,Bot
433,455,124,false,8,98,0,0.487613,56087,0.00772,9631,4.12286,28.86,0.9693,0.23,0.9539,0.0668,1420870020,73.7797,13.7932,8.6008,0.027,0.1727,1.3146,22.011,7.65185,Bot
1186,1045,0,false,13,42,1,0.5316,39067,0.030358,25165,15.4671,108.27,1.1444,0.0315,0.0022,0.0405,1485730050,102.485,17.4457,11.2686,0.047,0.0102,1.2658,23.0009,6.64744,Bot
110,597,2,false,11,0,0,0.155587,34300,0.003207,5186,3.62911,25.4038,1.0018,0.0028,0,0.0102,1414630020,64.9018,10.3307,9.2528,0,0.0055,2.4726,22.0083,8.83394,Bot
5,28,2,false,12,0,0,0.151515,46891,0.000107,8742,4.47619,31.3333,0.7678,0,0.0586,0.0019,1467440000,41.8751,7.5456,6.0177,0.0053,0.5422,1.0406,21.2669,15.3239,Bot
37,1,1,false,10,40,37,0.973684,26644,0.001389,284045,255.896,1791.27,1.0003,0.0009,0.0031,0.0013,1406780030,136.852,23.3491,23.1816,0.0041,0,5.2484,22.0147,7.99429,Bot
164081,1050,253,false,16,105,156,0.993641,40438,4.057594,25978,15.4264,107.985,0.9384,49.8044,1.5356,29.2759,1480710020,105.579,17.167,12.8837,0.0277,0.0143,1.5067,26.9061,8.58566,Bot
318,25,11,false,11,0,12,0.927114,35346,0.008997,764426,519.311,3635.18,0.9953,0.0106,2.9981,0.0153,1412930050,79.4123,12.6711,15.261,0.0044,0.0109,1.1697,22.0747,8.60922,Bot
2664364,2714,1659,false,18,133,981,0.998982,71672,37.174406,34678,11.6135,81.2947,0.6256,803.631,0.2595,167.757,1478499970,106.538,18.1592,7.9255,0.0841,0.069,1.4123,20.2214,6.67259,Bot
505,1807,548,false,8,105,0,0.218426,51397,0.009825,2240,1.04624,7.32368,0.1259,4.0768,1.3451,0.0429,1387430020,90.2665,14.783,16.0844,0.008,2.3125,0.8795,13.9563,6.00192,Bot
83,458,2,false,13,103,0,0.15342,28884,0.002874,5888,4.89443,34.261,1.0896,2.7647,0.0179,0.0088,1397990020,135.333,21.7402,17.3193,0.0301,0.0119,4.5337,21.8963,6.45285,Bot
876,59,6,false,13,0,14,0.936898,28713,0.030509,479154,400.63,2804.41,1.0068,0.0457,1.0046,0.1905,1463369980,51.8051,8.7245,7.9629,0.0071,0.0158,1.1455,23.0278,10.6928,Bot
246,283,349,false,10,0,0,0.465028,41740,0.005894,8360,4.80736,33.6515,0.1575,282.47,0.2008,0.0036,1456290050,126.246,21.4125,10.3748,0.142,0.1982,1.99,17.1249,6.03137,Bot
31,1,0,false,6,11,31,0.96875,27176,0.001141,157699,139.31,975.171,0.7982,0.0062,0,0.0012,1402599940,135.378,22.1343,23.5162,0,0.0031,4.9916,27.7481,7.40667,Bot
38518,21533,386,false,14,124,1,0.641421,44648,0.862704,245938,132.225,925.573,0.0283,30.7577,1.1439,0.0367,1492160000,122.382,17.2968,40.005,0.0551,0.2934,0.9458,26.768,7.65092,Bot
6,12,34,true,14,0,0,0.333333,46152,0.00013,5754,2.9922,20.9454,0.9966,0.2741,2.9903,0.0019,1399090050,94.2703,13.0372,6.9609,0,1.01,1.0819,21.9675,9.00978,Bot
3381,4102,12,false,15,66,0,0.451824,58333,0.05796,2080,0.855967,5.99177,0.5932,3.1228,0.4078,0.0539,1326829950,106.067,16.9735,10.7179,0.1122,0.1541,1.6957,18.5465,6.42691,Bot
670,224,0,false,19,143,2,0.749441,59843,0.011196,181469,72.7914,509.54,0.4571,9.0575,1.1835,0.0012,1478870020,120.291,19.7637,17.828,0.0264,0.0989,1.4586,19.533,5.848,Bot
416,1137,2472,false,6,36,0,0.267869,38973,0.010674,16926,10.4288,73.0019,0.1463,4085.7,0.5515,0.0841,1407740030,87.8252,13.585,13.3527,0.0689,0.2664,0.3609,17.2803,6.22295,Bot
813,1818,3,false,17,123,0,0.309008,33436,0.024315,96989,69.626,487.382,1.0009,0.0114,0.0108,0.0437,1471539970,134.683,24.0847,15.8448,0.0619,0.0237,3.9594,23.0052,5.9966,Bot
2391,543,9,false,13,32,4,0.814928,71924,0.033243,8407,2.80607,19.6425,1.0234,1.3708,0.0162,0.1549,1405250050,84.1514,14.7943,12.684,0.0115,0.0246,1.2636,21.7339,6.73963,Bot
2316,2664,6846,false,4,149,0,0.46506,68541,0.03379,100204,35.0977,245.684,0.7234,2329.67,1.7646,0.3386,1487779970,116.893,19.7711,10.4892,0.0641,0.03,1.3058,20.9095,6.60847,Bot
723,2946,91,false,6,0,0,0.197056,48164,0.015011,120700,60.1695,421.186,1.0096,11.4242,1.9184,0.0084,1491399940,112.951,18.4155,13.4189,0.1138,0.614,1.2416,22.826,6.67252,Bot
678,9,0,false,19,50,75,0.9869,40744,0.01664,5703,3.36064,23.5245,0.9997,0.0112,0.0006,0.0565,1473660030,81.7044,13.9622,12.6682,0.0368,0.0574,1.1904,23.2247,7.87125,Bot
1,10,0,true,12,0,0,0.090909,31765,0.000031,225045,170.102,1190.71,1.0003,0,1.0016,0.0009,1483440000,104.731,16.2676,24.2502,0.0003,0.094,1.0549,23.0177,7.38706,Bot
2721,3310,0,false,12,155,0,0.451169,47695,0.05705,4196,2.11173,14.7821,1,0.0012,0,0.0182,1413289980,126.361,23.9882,7.3765,0.0324,0.0088,4.2859,22.0153,5.78178,Bot
9934,19,0,false,9,148,522,0.998091,55214,0.179918,1586776,689.903,4829.32,0.9994,0.0388,2.9563,0.0326,1426460030,102.748,13.6674,15.9448,0,0.0614,1.0639,23.5762,8.70974,Bot
0,2,0,true,12,0,0,0,27762,0,4843,4.18945,29.3261,1,0,2.9962,0,1417389950,109.641,16.2476,10.2341,0.8009,0.9584,1.0084,22.0109,7.87898,Bot
7,11,0,false,14,68,0,0.388889,30311,0.000231,1642,1.30111,9.10777,1.4336,0,0,0.0018,1432960000,86.243,16.2911,12.1998,0.1687,0.0548,1.7046,22.2899,7.41333,Bot
3124,3240,0,false,14,62,0,0.490886,51556,0.060594,73345,34.1457,239.02,1.1939,0.0269,0.0012,0.053,1478599940,109.768,19.0802,14.2245,0.043,0.0839,1.4509,23.0158,6.8285,Bot
2386,16,8130,false,15,126,149,0.993339,28056,0.085044,91786,78.5167,549.617,1.0022,0.0192,1,0.0168,1493449980,122.654,21.9258,4.0546,0.0369,0.0202,2.9658,23,5.60313,Bot
3415,5001,60198,false,4,124,0,0.405775,64852,0.052658,165898,61.3982,429.788,0.1603,1413.28,0.5321,0.1012,1491129980,80.0905,13.6109,12.1442,0.0638,0.0597,1.1732,20.5236,7.91976,Bot
595,286,0,false,7,81,2,0.675369,54107,0.010997,356720,158.261,1107.83,1.0037,0.0078,2.8846,0.0065,1401680000,93.946,16.6317,13.5554,0.0016,0.0087,1.0732,22.0043,7.10893,Bot
37,73,2374,false,9,47,0,0.336364,30229,0.001224,3867,3.07149,21.5004,1.0245,0.3209,3.7646,0.0393,1397030020,92.8671,16.4542,8.7643,0.2881,0.4154,1.4972,21.9789,6.51093,Bot
272,2506,136,false,4,0,0,0.097912,34356,0.007917,15692,10.9658,76.7603,1.0362,9.2583,1.7423,0.0618,1456710020,114.162,18.614,12.8326,0.08,0.5646,1.3001,22.7914,6.90744,Bot
5003,171,0,false,18,0,29,0.96695,70146,0.071323,1712931,586.219,4103.53,0.9944,0.0015,2.3291,0.0068,1493469950,104.247,15.3424,11.9222,0.033,0.017,1.1479,23.0123,8.22201,Bot
11354,10809,62,false,13,86,1,0.512295,60415,0.187933,40629,16.1418,112.993,0.2529,7.213,1.5011,0.0041,1475459970,116.145,18.1426,10.7691,0.1687,0.2595,1.1825,19.9325,7.39526,Bot
684,1033,0,false,14,157,0,0.398369,26547,0.025766,267571,241.927,1693.49,0.9941,0.0234,7.505,0.1616,1460429950,138.941,21.7595,12.5774,0.0749,0.0231,1.087,37.1385,9.20248,Bot
141,8,0,false,20,72,17,0.946309,57116,0.002469,85453,35.9197,251.438,1.0025,0.0031,0,0.0112,1490230020,119.023,19.1766,16.7091,0.0006,0.0006,1.967,23.0115,8.38652,Bot
2950,905,80,false,7,143,3,0.76524,71544,0.041233,15191,5.09594,35.6716,0.9719,0.8981,1.0659,0.2616,1395389950,103.323,17.8306,9.9066,0.2384,0.3044,1.5909,21.5288,7.32012,Bot
260,266,0,false,20,125,0,0.494297,61362,0.004237,31755,12.4237,86.966,1.0102,0.0096,0.0016,0.0205,1405330050,95.7345,16.0763,12.2621,0.0788,0.2329,1.17,22.0109,7.30775,Bot
32,1,0,false,7,19,32,0.969697,27051,0.001183,136583,121.192,848.342,0.905,0.0028,0,0.0022,1402599940,136.161,22.8409,23.9128,0,0.0088,5.1834,28.5088,7.63701,Bot
1189,3041,5949,false,13,0,0,0.281087,38818,0.03063,145301,89.8584,629.009,0.6788,70.6089,1.3141,0.1539,1492039940,118.28,18.9938,13.1598,0.1124,0.7235,1.0453,20.7554,6.82096,Bot
2979,2453,0,true,11,65,1,0.548417,48333,0.061635,3474,1.72578,12.0805,0.9378,0.5152,0.9291,0.0258,1359699970,110.329,19.3776,15.5594,0.1476,0.3996,1.4947,20.0998,5.95486,Bot
530,112,29,false,18,89,4,0.825545,41719,0.012704,154959,89.1594,624.116,1.0003,0.0052,1.2721,0.0219,1475810050,103.816,17.9797,17.7843,0.0468,0.1368,1.6746,23,6.62521,Bot
1,1,1,false,6,69,1,0.5,28035,0.000036,27617,23.6447,165.513,1,0,0.0006,0,1406569980,136.431,20.8562,19.538,0.0636,0.0083,4.0951,22,5.97876,Bot
6,11,0,false,11,157,0,0.352941,30649,0.000196,67949,53.2099,372.469,1,0.0003,1.1063,0,1410370050,114.048,20.9184,8.5316,0.8206,0.9988,1.4881,22,5.90238,Bot
3620,1027,961,false,8,160,3,0.778997,51026,0.070944,9076,4.26905,29.8833,0.717,3.5403,1.1596,0.6308,1478569980,123.528,20.3134,14.4954,0.1386,0.328,1.5369,21.3267,6.80914,Bot
536,22,0,false,15,75,24,0.960573,39045,0.013728,60651,37.3007,261.105,0.9876,0.062,3.4577,0.1926,1490599940,123.432,21.4822,19.8192,0.6453,0.1212,1.813,22.8701,6.3102,Bot
5,733,0,true,12,44,0,0.006775,33510,0.000149,6411,4.59241,32.1468,0.9997,0.0003,0.0016,0.0066,1400710020,135.835,23.2244,20.9188,0.0313,0.015,4.2291,22.0044,6.32794,Bot
6252,7017,0,false,11,119,0,0.471173,54436,0.11485,82821,36.5172,255.62,0.9668,0.0106,0,0.0363,1450009980,125.795,20.8624,14.5425,0.0143,0.0416,1.7242,21.9276,6.16765,Bot
33657,321,139,false,12,96,104,0.990553,78068,0.431124,4317,1.32749,9.29244,0.5197,9.3952,0.7916,0.1514,1393680000,121.511,19.4081,13.9337,0.0703,0.2201,1.8212,18.4645,6.54949,Bot
7115,5307,75,false,11,122,1,0.572774,58415,0.121801,101054,41.5347,290.743,0.9544,4.8346,0.1788,0.0741,1417590020,77.1407,13.9869,10.8393,0.105,0.0234,1.0769,21.8112,6.93582,Bot
67277,678,3156,false,19,127,99,0.990023,85368,0.788082,97248,27.3399,191.379,0.8626,3.0479,0.2096,2.8784,1491590020,116.927,20.5314,10.2351,0.0973,0.0637,1.4627,22.1517,6.51647,Bot
1141,310,2,false,17,154,3,0.786354,68270,0.016713,31671,11.1361,77.9525,1.0091,0.4706,0.1097,0.0231,1440530050,91.8819,16.7778,14.1256,0.0066,0.295,1.9056,22.1731,8.10049,Bot
30425,576,160,false,16,160,52,0.98142,75847,0.401136,40204,12.7228,89.0595,0.9379,0.9475,0.0115,1.6691,1489820030,122.047,21.612,11.3727,0.0441,0.0034,1.8445,22.6831,7.39444,Bot
148,339,3,false,10,112,0,0.303901,50973,0.002903,2011,0.947244,6.63071,0.8421,17.4867,0.0742,0.0035,1410419970,104.13,18.5414,8.7348,0.0346,0.2797,3.4286,20.8942,6.06744,Bot
211,1312,0,false,15,110,0,0.138542,35598,0.005927,28999,19.5543,136.88,0.9904,0.0453,2.1967,0.0186,1487090050,135.93,21.0099,18.8539,0.0897,0.0084,1.3152,22.8781,7.01222,Bot
7121,344,665,false,8,137,20,0.953918,51536,0.138175,11037,5.14066,35.9846,0.9963,1.2757,1.5577,0.9926,1471559940,105.106,17.2723,12.1048,0.0798,0.0386,1.247,22.8423,7.6212,Bot
214,58,0,false,14,19,3,0.786765,31535,0.006786,217551,165.69,1159.83,0.9916,0.0084,3.55,0.0103,1412850050,134.922,19.9144,21.1278,0.0006,0.0466,3.5731,22.0344,7.16592,Bot
336,92,7,false,12,25,3,0.785047,43805,0.00767,93633,51.3058,359.14,0,0.0031,2,0.0069,1491670020,123.597,18,13.2104,0,0,7,13.4593,6.78733,Bot
23988,10748,334,false,14,42,2,0.69058,32990,0.727129,492413,358.379,2508.65,0.9997,0.0962,1.0012,0.1534,1493190020,82.9171,14.7966,13.4694,0,0,1.4893,22.9966,6.12613,Bot
485,1302,0,false,14,107,0,0.271405,30301,0.016006,10226,8.10301,56.7211,0.4006,647.421,0.6979,0,1414249980,97.8807,16.166,14.1705,0.0739,0.4768,1.3326,18.7047,6.57498,Bot
3,130,0,true,3,0,0,0.022556,40709,0.000074,362677,213.843,1496.9,1.0019,0.0449,0,0,1412999940,73.8612,10.3826,18.3224,0.0003,0,1.2987,22.0016,7.719,Bot
11686,1846,1043,false,8,80,6,0.863583,50328,0.232197,6623,3.15832,22.1082,0.7056,2.6308,0.4135,0.5684,1379270020,119.721,20.0568,10.8251,0.1525,0.3015,1.3078,19.1774,6.26893,Bot
8086,98,1,false,13,129,82,0.988025,30466,0.265411,30908,24.3562,170.493,0.2526,0.0103,0,0.0202,1439129980,54.2221,7.4884,4.5054,0.0189,0.0006,1.8127,12.3793,5.99169,Bot
30805,1076,1321,false,10,120,28,0.966249,69004,0.446423,168444,58.5892,410.125,0.9762,1.9232,0.0558,0.892,1492249980,104.044,17.9648,8.454,0.0441,0.0037,1.0626,22.9661,6.80881,Bot
595,125,62,false,20,0,4,0.826389,45968,0.012944,2015,1.05222,7.36553,0.9092,0.0457,1.33,0.0968,1410770050,113.317,19.0839,18.3404,0.069,0.1638,2.0829,22.401,7.90711,Bot
1958,2147,128,false,20,123,0,0.476979,57692,0.033939,41903,17.4378,122.064,1.9608,0.0037,0.2885,0.0201,1406940030,106.249,19.7791,17.5119,0.1177,0.017,2.055,22.2076,8.42805,Bot
82,124,27047,false,8,0,0,0.398058,26959,0.003042,34009,30.2841,211.988,0.1773,135.757,2.8974,0.0034,1399229950,130.682,20.4046,42.5411,0.0534,0.369,0.2019,16.8032,6.74058,Bot
81247,21225,27,false,16,0,3,0.79287,74965,1.083799,46076,14.7538,103.276,0.8671,0.4679,0.1564,0.2093,1485170050,95.2514,17.0186,9.395,0.03,0.0057,1.3071,21.7457,7.54092,Bot
1322,1634,115,false,16,158,0,0.447226,29811,0.044346,1797,1.44686,10.128,0.9535,7.135,3.8689,0.2291,1392290050,98.3272,15.3513,11.1894,0.0297,0.0756,2.07,21.586,8.73215,Bot
608,22,154,false,16,134,27,0.965079,45887,0.01325,3135,1.6405,11.4835,0.9487,1.746,1.5465,0.1036,1408739970,107.861,17.9269,18.1071,0.0253,0.4532,1.2553,21.9336,7.46796,Bot
1533,1300,14,false,12,160,1,0.541122,30591,0.050113,39511,31.0133,217.093,1.1323,0.4521,1.0018,0.0649,1491430020,114.987,18.3992,12.2379,0.0471,0.0074,1.5343,23.0028,6.52965,Bot
64721,5555,2623,false,9,55,11,0.920955,75023,0.862682,27834,8.90688,62.3482,0.6693,38.1441,0.342,5.2637,1480259970,108.179,18.8952,11.4334,0.1051,0.1039,1.8353,19.7744,6.90184,Bot
