@RELATION User

@ATTRIBUTE id REAL
@ATTRIBUTE follower REAL
@ATTRIBUTE followed REAL
@ATTRIBUTE favcount REAL
@ATTRIBUTE isdefaultimage REAL
@ATTRIBUTE twitterid REAL
@ATTRIBUTE lengthusername REAL
@ATTRIBUTE lengthdescriptionname REAL
@ATTRIBUTE ratiofollowerfollowed REAL
@ATTRIBUTE reputationofuser REAL
@ATTRIBUTE ageofaccount REAL
@ATTRIBUTE followingrate REAL
@ATTRIBUTE countoftweets REAL
@ATTRIBUTE numberoftperday REAL
@ATTRIBUTE class 	{H,B}

@DATA
1,8442872,41,419,0,44196400,9,33,205923,0.999995,69352,121.73941631099319,2862,0.990654,H,
2,684039,807,7605,0,144702000,6,121,847,0.998822,60993,11.215041070286754,22841,8.98898,H,
3,4399,1972,2904,0,218251000,16,142,2,0.690472,56463,0.07790942741264191,2304,0.979592,H,
4,727875,9532,38420,0,104857000,12,4,76,0.987074,63932,11.385143590064443,22869,8.58768,H,
5,139336,588,7833,0,2835280000,15,155,236,0.995798,22242,6.264544555345743,4141,4.47192,H,
6,17822820,95,783,0,19248100,12,54,187608,0.999995,72546,245.67612273591928,7312,2.41959,H,
102,233,6,1,0,1968350000,12,0,38,0.974895,30990,0.007518554372378187,338506,262.204,B,
103,413,0,2,0,607241000,16,76,413,1,42793,0.009651111163040684,227274,127.467,B,
104,553,1027,968,0,1322760000,16,27,0,0.35,35758,0.015465070753397842,5975,4.01276,B,
105,2231,259,287,0,2453400000,13,100,8,0.895984,26589,0.08390687878445974,5645,5.09937,B,
106,807,1004,1451,0,613523000,8,62,0,0.44561,42624,0.018932995495495496,1665,0.9375,B,
107,1953,350,1,0,585028000,16,102,5,0.848024,43386,0.04501452081316554,545861,302.081,B,
108,58,19,78,0,1178170000,20,69,3,0.753247,36893,0.0015721139511560458,1344,0.874431,B,
